trajectory,profile_id,time,latitude,longitude
cp_374-20160529T003500Z,58,2016-05-29T18:06:00Z,40.08731752857535,-70.30910422986587
cp_374-20160529T003500Z,59,2016-05-29T18:21:09Z,40.087191737696145,-70.30683776771212
cp_374-20160529T003500Z,60,2016-05-29T18:50:18Z,40.086810233804904,-70.3026542945033
cp_374-20160529T003500Z,61,2016-05-29T19:04:25Z,40.08636931751476,-70.30042244625517
cp_374-20160529T003500Z,62,2016-05-29T19:32:50Z,40.08557763905715,-70.29595979572713
cp_374-20160529T003500Z,63,2016-05-29T19:49:02Z,40.08532045121077,-70.29310208163965
cp_374-20160529T003500Z,64,2016-05-29T20:17:21Z,40.08431575014225,-70.2881859336129
cp_374-20160529T003500Z,65,2016-05-29T20:33:33Z,40.08378688903666,-70.284975429913
cp_374-20160529T003500Z,66,2016-05-29T21:02:50Z,40.08286734028676,-70.28027184236504
cp_374-20160529T003500Z,67,2016-05-29T21:18:01Z,40.081979782004204,-70.27668339067013
cp_374-20160529T003500Z,68,2016-05-29T21:47:13Z,40.080060070905745,-70.27147221448706
cp_374-20160529T003500Z,69,2016-05-29T22:04:23Z,40.07912197917675,-70.26758664913416
cp_374-20160529T003500Z,70,2016-05-29T22:32:24Z,40.07690061186331,-70.2631370298919
cp_374-20160529T003500Z,71,2016-05-29T22:47:34Z,40.075992982289016,-70.25934175274368
cp_374-20160529T003500Z,72,2016-05-29T23:21:12Z,40.07429195112283,-70.25501555868405
cp_374-20160529T003500Z,73,2016-05-29T23:37:23Z,40.073609846104866,-70.25129806977816
cp_374-20160529T003500Z,74,2016-05-30T00:02:13Z,40.07415066561898,-70.24744285406678
cp_374-20160529T003500Z,75,2016-05-30T00:19:25Z,40.07279341191687,-70.24422940928
cp_374-20160529T003500Z,76,2016-05-30T00:50:11Z,40.07239806173459,-70.24284801607767
cp_374-20160529T003500Z,77,2016-05-30T00:57:16Z,40.072184573655,-70.24173766284086
cp_374-20160529T003500Z,78,2016-05-30T01:17:38Z,40.072305695905115,-70.24055448797549
cp_374-20160529T003500Z,79,2016-05-30T01:34:48Z,40.072442943747475,-70.23753993836539
cp_374-20160529T003500Z,80,2016-05-30T02:04:44Z,40.07396610444944,-70.23586766349855
cp_374-20160529T003500Z,81,2016-05-30T02:18:53Z,40.0736671686508,-70.23298251776984
cp_374-20160529T003500Z,82,2016-05-30T02:39:04Z,40.07335890347408,-70.23000760917124
cp_374-20160529T003500Z,83,2016-05-30T02:55:12Z,40.07305104623682,-70.22703663738635
cp_374-20160529T003500Z,84,2016-05-30T03:25:39Z,40.07364300462964,-70.22404019894337
cp_374-20160529T003500Z,85,2016-05-30T03:41:48Z,40.0730559248692,-70.22186791165474
cp_374-20160529T003500Z,86,2016-05-30T03:55:53Z,40.072656880659,-70.2203938370335
cp_374-20160529T003500Z,87,2016-05-30T04:02:56Z,40.07235264695249,-70.21926999367422
cp_374-20160529T003500Z,88,2016-05-30T04:24:30Z,40.07358158946627,-70.21714009659972
cp_374-20160529T003500Z,89,2016-05-30T04:42:41Z,40.073371983078225,-70.21445641782215
cp_374-20160529T003500Z,90,2016-05-30T07:05:47Z,40.07135295890924,-70.1980212432957
cp_374-20160529T003500Z,91,2016-05-30T07:27:00Z,40.070941110975305,-70.19510794700743
cp_374-20160529T003500Z,92,2016-05-30T07:45:07Z,40.070714893983876,-70.193508208736
cp_374-20160529T003500Z,93,2016-05-30T07:49:09Z,40.070601508829746,-70.19270638315551
cp_374-20160529T003500Z,94,2016-05-30T08:09:03Z,40.07160789425812,-70.19176214219996
cp_374-20160529T003500Z,95,2016-05-30T08:15:07Z,40.071692905653904,-70.19073789228041
cp_374-20160529T003500Z,96,2016-05-30T08:34:29Z,40.07291235608529,-70.18998335461326
cp_374-20160529T003500Z,97,2016-05-30T08:41:34Z,40.07309865667703,-70.1890529551094
cp_374-20160529T003500Z,98,2016-05-30T08:47:38Z,40.07327111560395,-70.18806062459942
cp_374-20160529T003500Z,99,2016-05-30T08:52:41Z,40.07345776372037,-70.1869866493413
cp_374-20160529T003500Z,100,2016-05-30T09:13:50Z,40.07435914604925,-70.18245757946501
cp_374-20160529T003500Z,101,2016-05-30T09:37:03Z,40.073244186459185,-70.17880828332697
cp_374-20160529T003500Z,102,2016-05-30T09:55:12Z,40.07229172657824,-70.17570288519795
cp_374-20160529T003500Z,103,2016-05-30T10:14:24Z,40.07120773942248,-70.17216865582753
cp_374-20160529T003500Z,104,2016-05-30T10:48:13Z,40.07098750218785,-70.16794153521236
cp_374-20160529T003500Z,105,2016-05-30T11:05:25Z,40.070580678795224,-70.16490848980297
cp_374-20160529T003500Z,106,2016-05-30T11:23:37Z,40.07023326379553,-70.16231212224217
cp_374-20160529T003500Z,107,2016-05-30T11:35:44Z,40.06995502343964,-70.16023272372813
cp_374-20160529T003500Z,108,2016-05-30T11:56:39Z,40.06953982893296,-70.15804645439763
cp_374-20160529T003500Z,109,2016-05-30T12:15:52Z,40.06915423193395,-70.15562333243096
cp_374-20160529T003500Z,110,2016-05-30T12:43:39Z,40.068638115920706,-70.15400776153842
cp_374-20160529T003500Z,111,2016-05-30T13:00:50Z,40.068545656915084,-70.151925877509
cp_374-20160529T003500Z,112,2016-05-30T13:17:59Z,40.06845282743847,-70.14977532796752
cp_374-20160529T003500Z,113,2016-05-30T13:34:08Z,40.06836279927806,-70.14768967558463
cp_374-20160529T003500Z,114,2016-05-30T14:00:14Z,40.06764436603637,-70.1465699195252
cp_374-20160529T003500Z,115,2016-05-30T14:16:24Z,40.06747313023186,-70.14502884090496
cp_374-20160529T003500Z,116,2016-05-30T14:32:31Z,40.06731631162408,-70.14353260689437
cp_374-20160529T003500Z,117,2016-05-30T14:47:40Z,40.0671491911331,-70.14193808079807
cp_374-20160529T003500Z,118,2016-05-30T15:19:18Z,40.06667768930102,-70.14217111256839
cp_374-20160529T003500Z,119,2016-05-30T15:35:28Z,40.06670483876184,-70.14071554528633
cp_374-20160529T003500Z,120,2016-05-30T15:52:37Z,40.0667163649352,-70.13924211612554
cp_374-20160529T003500Z,121,2016-05-30T16:08:46Z,40.06672787973716,-70.13777014060881
cp_374-20160529T003500Z,122,2016-05-30T16:48:45Z,40.065288276336574,-70.14044773698261
cp_374-20160529T003500Z,123,2016-05-30T17:04:55Z,40.06567054835737,-70.13888324613269
cp_374-20160529T003500Z,124,2016-05-30T17:20:05Z,40.066040402552424,-70.1373524352211
cp_374-20160529T003500Z,125,2016-05-30T17:35:14Z,40.0664465234635,-70.13567151790186
cp_374-20160529T003500Z,126,2016-05-30T18:21:44Z,40.06678906039008,-70.13908533811019
cp_374-20160529T003500Z,127,2016-05-30T18:38:53Z,40.06730398633682,-70.13685919551504
cp_374-20160529T003500Z,128,2016-05-30T18:53:00Z,40.06778820840792,-70.13476901532732
cp_374-20160529T003500Z,129,2016-05-30T19:10:11Z,40.068338133529636,-70.13239522308865
cp_374-20160529T003500Z,130,2016-05-30T19:37:01Z,40.06849743604716,-70.13146645029842
cp_374-20160529T003500Z,131,2016-05-30T19:53:10Z,40.06889036019282,-70.12852462409373
cp_374-20160529T003500Z,132,2016-05-30T20:11:18Z,40.069300538420734,-70.12556743439335
cp_374-20160529T003500Z,133,2016-05-30T20:25:27Z,40.06969929688563,-70.12269257574643
cp_374-20160529T003500Z,134,2016-05-30T20:53:02Z,40.071177318294865,-70.1198491135234
cp_374-20160529T003500Z,135,2016-05-30T21:09:13Z,40.070960214350855,-70.11667511110073
cp_374-20160529T003500Z,136,2016-05-30T21:24:21Z,40.07076198494034,-70.11370355784223
cp_374-20160529T003500Z,137,2016-05-30T21:38:29Z,40.07057100932007,-70.11084074235357
cp_374-20160529T003500Z,138,2016-05-30T22:08:12Z,40.07146903145811,-70.10664420225413
cp_374-20160529T003500Z,139,2016-05-30T22:25:19Z,40.07108829098424,-70.10296340286573
cp_374-20160529T003500Z,140,2016-05-30T22:55:38Z,40.07212757647183,-70.09774720228936
cp_374-20160529T003500Z,141,2016-05-30T23:11:47Z,40.07154742323704,-70.09404309818989
cp_374-20160529T003500Z,142,2016-05-30T23:27:53Z,40.07094025227653,-70.09020927566013
cp_374-20160529T003500Z,143,2016-05-30T23:43:05Z,40.07035149911604,-70.08649174752077
cp_374-20160529T003500Z,144,2016-05-31T00:11:17Z,40.07135953847137,-70.07964198533412
cp_374-20160529T003500Z,145,2016-05-31T00:26:27Z,40.07077571794701,-70.07642226103867
cp_374-20160529T003500Z,146,2016-05-31T00:42:34Z,40.070213587796594,-70.07332091655465
cp_374-20160529T003500Z,147,2016-05-31T00:57:42Z,40.06959336238462,-70.0698990530256
cp_374-20160529T003500Z,148,2016-05-31T01:27:19Z,40.06860527326761,-70.06316324878428
cp_374-20160529T003500Z,149,2016-05-31T01:43:31Z,40.06840038046935,-70.06084644669387
cp_374-20160529T003500Z,150,2016-05-31T01:58:38Z,40.06819060039141,-70.05845818119137
cp_374-20160529T003500Z,151,2016-05-31T02:13:48Z,40.06797432895162,-70.05599601403064
cp_374-20160529T003500Z,152,2016-05-31T02:53:49Z,40.06389876925207,-70.04928409863868
cp_374-20160529T003500Z,153,2016-05-31T03:11:01Z,40.06400882748736,-70.04755636454895
cp_374-20160529T003500Z,154,2016-05-31T03:25:10Z,40.06411969006185,-70.04593619968075
cp_374-20160529T003500Z,155,2016-05-31T03:40:20Z,40.06424560414157,-70.04409606950794
cp_374-20160529T003500Z,156,2016-05-31T04:11:36Z,40.061818421146384,-70.04143808800016
cp_374-20160529T003500Z,157,2016-05-31T04:25:45Z,40.06207268695938,-70.03989715728426
cp_374-20160529T003500Z,158,2016-05-31T04:41:55Z,40.06233713395153,-70.03836749364193
cp_374-20160529T003500Z,159,2016-05-31T04:57:05Z,40.06260108949072,-70.03684067275357
cp_374-20160529T003500Z,160,2016-05-31T05:24:22Z,40.06159031253888,-70.03539216369093
cp_374-20160529T003500Z,161,2016-05-31T05:39:32Z,40.06225835785057,-70.0338838610606
cp_374-20160529T003500Z,162,2016-05-31T05:53:39Z,40.062910762159724,-70.03251209277674
cp_374-20160529T003500Z,163,2016-05-31T06:07:48Z,40.06363289181408,-70.03099371752569
cp_374-20160529T003500Z,164,2016-05-31T06:37:26Z,40.06373243730069,-70.02954078861008
cp_374-20160529T003500Z,165,2016-05-31T06:52:37Z,40.06435865108671,-70.0272901923361
cp_374-20160529T003500Z,166,2016-05-31T07:06:46Z,40.064942917872784,-70.02520301160183
cp_374-20160529T003500Z,167,2016-05-31T07:21:54Z,40.065609403637666,-70.02282211937715
cp_374-20160529T003500Z,168,2016-05-31T08:01:52Z,40.06485247935707,-70.02019956541923
cp_374-20160529T003500Z,169,2016-05-31T08:16:02Z,40.065457784519374,-70.01728639500503
cp_374-20160529T003500Z,170,2016-05-31T08:30:11Z,40.06609327138513,-70.01426855783433
cp_374-20160529T003500Z,171,2016-05-31T08:45:20Z,40.06675114536727,-70.0111444074168
cp_374-20160529T003500Z,172,2016-05-31T09:13:07Z,40.067367781012656,-70.00765041915517
cp_374-20160529T003500Z,173,2016-05-31T09:28:16Z,40.06765007366721,-70.0043174337029
cp_374-20160529T003500Z,174,2016-05-31T09:41:22Z,40.06789351641396,-70.00123017849502
cp_374-20160529T003500Z,175,2016-05-31T09:55:32Z,40.068163812309564,-69.99780238110733
cp_374-20160529T003500Z,176,2016-05-31T10:23:26Z,40.06938081005142,-69.99561128398909
cp_374-20160529T003500Z,177,2016-05-31T10:32:33Z,40.06928932785039,-69.99497387412052
cp_374-20160529T003500Z,178,2016-05-31T10:54:29Z,40.07012916255135,-69.99459322729497
cp_374-20160529T003500Z,179,2016-05-31T11:09:38Z,40.07009970951572,-69.99709773493969
cp_374-20160529T003500Z,180,2016-05-31T11:23:46Z,40.07006091025493,-69.99980373466725
cp_374-20160529T003500Z,181,2016-05-31T11:38:56Z,40.070024649422564,-70.00233269528279
cp_374-20160529T003500Z,182,2016-05-31T12:01:30Z,40.069111604949335,-70.00380580950058
cp_374-20160529T003500Z,183,2016-05-31T12:16:38Z,40.06854835024806,-70.0068490746269
cp_374-20160529T003500Z,184,2016-05-31T12:30:48Z,40.0680365623897,-70.00971320851309
cp_374-20160529T003500Z,185,2016-05-31T12:44:56Z,40.067525851501834,-70.01257131531679
cp_374-20160529T003500Z,186,2016-05-31T13:11:53Z,40.066936460204815,-70.01572491855555
cp_374-20160529T003500Z,187,2016-05-31T13:29:04Z,40.066954234432984,-70.019644243599
cp_374-20160529T003500Z,188,2016-05-31T13:44:13Z,40.06695335009822,-70.02334606893805
cp_374-20160529T003500Z,189,2016-05-31T14:00:23Z,40.06695232475633,-70.02763815009607
cp_374-20160529T003500Z,190,2016-05-31T14:33:15Z,40.06728298063384,-70.0324934606044
cp_374-20160529T003500Z,191,2016-05-31T14:48:26Z,40.067151769859095,-70.03637301648159
cp_374-20160529T003500Z,192,2016-05-31T15:02:35Z,40.06698872477686,-70.04022088042215
cp_374-20160529T003500Z,193,2016-05-31T15:17:43Z,40.06680357599956,-70.04459039156683
cp_374-20160529T003500Z,194,2016-05-31T15:48:25Z,40.066903635089226,-70.04810812695506
cp_374-20160529T003500Z,195,2016-05-31T16:03:33Z,40.06742866710274,-70.051981201425
cp_374-20160529T003500Z,196,2016-05-31T16:17:42Z,40.06795531451545,-70.05587259260956
cp_374-20160529T003500Z,197,2016-05-31T16:32:50Z,40.06853457010979,-70.06015118959702
cp_374-20160529T003500Z,198,2016-05-31T17:01:48Z,40.068514645567475,-70.06408912000926
cp_374-20160529T003500Z,199,2016-05-31T17:16:56Z,40.069170867068124,-70.06812472573532
cp_374-20160529T003500Z,200,2016-05-31T17:31:04Z,40.06983125534609,-70.07216670952918
cp_374-20160529T003500Z,201,2016-05-31T17:46:13Z,40.07051519656591,-70.07635285186193
cp_374-20160529T003500Z,202,2016-05-31T18:16:35Z,40.07035806774749,-70.08034356331527
cp_374-20160529T003500Z,203,2016-05-31T18:31:43Z,40.07071795487272,-70.08411455449594
cp_374-20160529T003500Z,204,2016-05-31T18:46:50Z,40.07109201794626,-70.08801347892503
cp_374-20160529T003500Z,205,2016-05-31T19:02:57Z,40.07147869488428,-70.09204387985565
cp_374-20160529T003500Z,206,2016-05-31T19:33:15Z,40.071172247339675,-70.09518129451789
cp_374-20160529T003500Z,207,2016-05-31T19:48:26Z,40.07135530435401,-70.09809355373335
cp_374-20160529T003500Z,208,2016-05-31T20:04:34Z,40.071554873048406,-70.1012083906106
cp_374-20160529T003500Z,209,2016-05-31T20:21:46Z,40.07174821498931,-70.10422604129604
cp_374-20160529T003500Z,210,2016-05-31T20:53:22Z,40.07130642731629,-70.10513044422699
cp_374-20160529T003500Z,211,2016-05-31T21:09:30Z,40.071194331719695,-70.10737567880001
cp_374-20160529T003500Z,212,2016-05-31T21:24:41Z,40.07109791362157,-70.10961808828182
cp_374-20160529T003500Z,213,2016-05-31T21:40:52Z,40.0709919661025,-70.1120821248686
cp_374-20160529T003500Z,214,2016-05-31T22:09:44Z,40.06980012707923,-70.11299506530241
cp_374-20160529T003500Z,215,2016-05-31T22:25:53Z,40.06938009468403,-70.11453117998444
cp_374-20160529T003500Z,216,2016-05-31T22:40:58Z,40.06893410017334,-70.11618077540176
cp_374-20160529T003500Z,217,2016-05-31T22:57:08Z,40.0685025590781,-70.11777691211643
cp_374-20160529T003500Z,218,2016-05-31T23:28:08Z,40.06775786698489,-70.11830385804262
cp_374-20160529T003500Z,219,2016-05-31T23:46:17Z,40.06714504686805,-70.12025371711859
cp_374-20160529T003500Z,220,2016-06-01T00:00:24Z,40.06658213768734,-70.12192909813899
cp_374-20160529T003500Z,221,2016-06-01T00:14:33Z,40.065851511213246,-70.12410365447887
cp_374-20160529T003500Z,222,2016-06-01T00:48:24Z,40.06408426493922,-70.12493800857213
cp_374-20160529T003500Z,223,2016-06-01T01:05:34Z,40.063329546813016,-70.12717126068942
cp_374-20160529T003500Z,224,2016-06-01T01:39:23Z,40.06109584005327,-70.12954755607664
cp_374-20160529T003500Z,225,2016-06-01T01:56:31Z,40.060778200320506,-70.13172728037367
cp_374-20160529T003500Z,226,2016-06-01T02:25:55Z,40.059053927345985,-70.13451831768023
cp_374-20160529T003500Z,227,2016-06-01T02:42:05Z,40.05902317590645,-70.1367811668833
cp_374-20160529T003500Z,228,2016-06-01T02:59:14Z,40.0589954995253,-70.13904324976843
cp_374-20160529T003500Z,229,2016-06-01T03:14:23Z,40.05896526858601,-70.14151412520712
cp_374-20160529T003500Z,230,2016-06-01T03:49:23Z,40.056768005189134,-70.14509602230686
cp_374-20160529T003500Z,231,2016-06-01T04:08:37Z,40.05729959150036,-70.14777843512964
cp_374-20160529T003500Z,232,2016-06-01T04:22:43Z,40.05779105503698,-70.15014308628733
cp_374-20160529T003500Z,233,2016-06-01T04:38:55Z,40.058397397140084,-70.15306046967228
cp_374-20160529T003500Z,234,2016-06-01T05:13:43Z,40.05812910745122,-70.15568044097706
cp_374-20160529T003500Z,235,2016-06-01T05:31:55Z,40.05930114091685,-70.15886651713109
cp_374-20160529T003500Z,236,2016-06-01T05:52:02Z,40.06054083818491,-70.16224279875826
cp_374-20160529T003500Z,237,2016-06-01T06:12:16Z,40.06174994626408,-70.16553577156547
cp_374-20160529T003500Z,238,2016-06-01T06:44:38Z,40.06255718351054,-70.17094381048489
cp_374-20160529T003500Z,239,2016-06-01T07:04:51Z,40.06422597579122,-70.17425176207243
cp_374-20160529T003500Z,240,2016-06-01T07:25:02Z,40.06580099669723,-70.17738717803738
cp_374-20160529T003500Z,241,2016-06-01T07:44:12Z,40.0675000594231,-70.18076952577373
cp_374-20160529T003500Z,242,2016-06-01T08:18:21Z,40.06935490223322,-70.18516373376437
cp_374-20160529T003500Z,243,2016-06-01T08:38:35Z,40.06937316958463,-70.1882873305876
cp_374-20160529T003500Z,244,2016-06-01T08:57:46Z,40.069364414110474,-70.19027307212806
cp_374-20160529T003500Z,245,2016-06-01T09:04:48Z,40.06935847403785,-70.19162028059901
cp_374-20160529T003500Z,246,2016-06-01T09:26:39Z,40.06953157553627,-70.19067195535601
cp_374-20160529T003500Z,247,2016-06-01T09:41:48Z,40.06752545090377,-70.1907399958598
cp_374-20160529T003500Z,248,2016-06-01T10:10:57Z,40.06487559395079,-70.18820949383323
cp_374-20160529T003500Z,249,2016-06-01T10:32:11Z,40.061876564551895,-70.18787043422132
cp_374-20160529T003500Z,250,2016-06-01T10:52:22Z,40.05985658523835,-70.18763810433222
cp_374-20160529T003500Z,251,2016-06-01T10:58:26Z,40.058735017708784,-70.1875091061499
cp_374-20160529T003500Z,252,2016-06-01T11:16:11Z,40.05728335678323,-70.18580833963367
cp_374-20160529T003500Z,253,2016-06-01T11:21:14Z,40.05633974529302,-70.185736901174
cp_374-20160529T003500Z,254,2016-06-01T11:42:22Z,40.05330080014712,-70.18325595176633
cp_374-20160529T003500Z,255,2016-06-01T12:04:37Z,40.049800112412974,-70.18345462210709
cp_374-20160529T003500Z,256,2016-06-01T12:23:45Z,40.04749472371991,-70.18358911748334
cp_374-20160529T003500Z,257,2016-06-01T12:31:51Z,40.04578568131142,-70.18368882227605
cp_374-20160529T003500Z,258,2016-06-01T12:56:11Z,40.042306462554244,-70.18188233564697
cp_374-20160529T003500Z,259,2016-06-01T13:06:17Z,40.04051660365958,-70.18207049686978
cp_374-20160529T003500Z,260,2016-06-01T13:16:19Z,40.037905341805406,-70.18237725020174
cp_374-20160529T003500Z,261,2016-06-01T13:35:33Z,40.03447609380727,-70.18278009499798
cp_374-20160529T003500Z,262,2016-06-01T14:07:20Z,40.029112077908145,-70.18233943375353
cp_374-20160529T003500Z,263,2016-06-01T14:28:33Z,40.02528855238728,-70.1825677447324
cp_374-20160529T003500Z,264,2016-06-01T14:48:43Z,40.02156814715346,-70.18276232463901
cp_374-20160529T003500Z,265,2016-06-01T15:07:55Z,40.017758139190555,-70.18296159083371
cp_374-20160529T003500Z,266,2016-06-01T15:43:39Z,40.011420091022956,-70.18121091377267
cp_374-20160529T003500Z,267,2016-06-01T16:04:54Z,40.007604023858136,-70.18205953154254
cp_374-20160529T003500Z,268,2016-06-01T16:38:41Z,40.002451716596894,-70.18126876707286
cp_374-20160529T003500Z,269,2016-06-01T16:58:54Z,39.99903674398982,-70.18111545204195
cp_374-20160529T003500Z,270,2016-06-01T17:35:15Z,39.99388820388572,-70.18052104514986
cp_374-20160529T003500Z,271,2016-06-01T17:54:28Z,39.99062618288485,-70.1801512858346
cp_374-20160529T003500Z,272,2016-06-01T18:13:36Z,39.98735100479281,-70.17980633182549
cp_374-20160529T003500Z,273,2016-06-01T18:32:47Z,39.98407281896021,-70.17946106102988
cp_374-20160529T003500Z,274,2016-06-01T19:13:12Z,39.977687497310896,-70.18248421934699
cp_374-20160529T003500Z,275,2016-06-01T19:34:26Z,39.97372233022983,-70.18252293408716
cp_374-20160529T003500Z,276,2016-06-01T19:52:36Z,39.97006209534858,-70.18255529250503
cp_374-20160529T003500Z,277,2016-06-01T20:11:45Z,39.96640207356186,-70.18258764903902
cp_374-20160529T003500Z,278,2016-06-01T20:29:56Z,39.96272949928613,-70.18262011654366
cp_374-20160529T003500Z,279,2016-06-01T20:50:09Z,39.95896483048182,-70.18265339821279
cp_374-20160529T003500Z,280,2016-06-01T21:07:19Z,39.955398487723095,-70.18268492657448
cp_374-20160529T003500Z,281,2016-06-01T21:26:29Z,39.9518388344296,-70.18271639579774
cp_374-20160529T003500Z,282,2016-06-01T21:44:39Z,39.948073122500865,-70.18274968668865
cp_374-20160529T003500Z,283,2016-06-01T22:03:50Z,39.94440753599244,-70.18278209241772
cp_374-20160529T003500Z,284,2016-06-01T22:22:01Z,39.940737571504876,-70.18281453685046
cp_374-20160529T003500Z,285,2016-06-01T22:42:14Z,39.936875908444996,-70.18284867600025
cp_374-20160529T003500Z,286,2016-06-01T23:18:57Z,39.93387217341028,-70.18559182685269
cp_374-20160529T003500Z,287,2016-06-01T23:39:11Z,39.930359628572624,-70.1863419497499
cp_374-20160529T003500Z,288,2016-06-02T00:00:20Z,39.92675560690228,-70.18711200439581
cp_374-20160529T003500Z,289,2016-06-02T00:21:35Z,39.92357669870354,-70.18779122701187
cp_374-20160529T003500Z,290,2016-06-02T00:38:44Z,39.92048911138434,-70.18845093751787
